ID,Comments
3225,I wished the handset was bigger. It is uncomfortable using the handset for a long time.
3236,"Cant believe he was stupid enough to sign a year contract. He thinks that we provide the worst service he has ever encountered. Furthermore, the bank account is so shitty that he would not give it to an enemy. He now realizes you get what you pay for. I transfe"
3247,He expected more from Technical Support.
3249,Is it possible that the handset is causing brain cancer. I heard about this from the news.
3259,The debit card on the bank account just does not last long enough. He charges it and after a couple of calls it simply dies on him. He replaced the debit card per our suggestion and he still has the same problem. He says that we should replace the whole bank account.
3266,Claimed his bill had numerous calls that he never made. He started asking me if our billing system ever made mistakes. He said that sometimes he could over hear other bank account calls. He thinks he is being charged for those calls.
3277,"He says that his bank account works fine when using it in the car with the adapter, but the debit card performance sucks."
3280,Wants to add another bank account. Contacting provisioning.
3284,"He is really unhappy with his bill. He says that there are numerous calls he has never made, but that show up on his bank account. He says that he simply does not trust our system."
3288,He does not know if the problems are related to the bank account or if it is just the debit card.
3297,Wants to add additional loans for family. Needs more info on rates.
3299,The handset never worked well after I dropped it in the toilet. I am surprised it ever worked after that.
3302,"He says that his bank account works fine when using it in the car with the adapter, but the debit card performance sucks."
3305,The debit card on the bank account just does not last long enough. He charges it and after a couple of calls it simply dies on him. He replaced the debit card per our suggestion and he still has the same problem. He says that we should replace the whole bank account.
3307,Wants to get an additional loan working by the end of the week. Forwarded him on to customer care.
3317,He asked for a new bank account number. I referred him to customer care.
3326,Wanted to know the nearest branch location. Wants to buy aditional features.
3350,Said his batery never has worked well. Wants a new bank account ASAP.
3353,Wants to know when we will unlimited Internet perks.
3367,The handset never worked well after I dropped it in the toilet. I am surprised it ever worked after that.
3383,Wants to change adress.
3388,He hated the bank account. Claims that the reception is horrible in many parts of the metropolitian area.
3393,The customer is really unhappy with his internet connectivity. He says the way we charge is substantively higher comapred to the competition. Wants to know when we will change our rates or if there are other options for someone who uses it a lot.
3401,Wants to change address.
3407,Wants to know when we will unlimited Internet perks.
3414,Wants to get an additional loan working by the end of the week. Forwarded him on to customer care.
3416,Needs help learning how to use the bank account. I suggested he go back to the branch and have the rep teach him.
3421,Needs help learning how to use the bank account. I suggested he go back to the branch and have the rep teach him.
3423,Wanted to know the nearest branch locatn. Wants to buy additional features.
3428,"He is really unhappy with his bill. He says that there are numerous calls he has never made, but that show up on his bank account. He says that he simply does not trust our system."
3441,"He called and said someone stole his bank account last week, but he did not notice until today. He does not want to pay for any calls made during the last week. I switched him to the supervisor after telling him our policy."
3468,cant figure out how to check his vm when out of area. I referred him to our web site.
3483,He asked for a new bank account number. I referred him to customer care.
3486,The signal on my handset was always weak. Even when I replaced the debit card.
3493,He lost his bank account and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
3502,cant figure out how to check his vm when out of area. I referred him to our web site.
3511,He complained about receiving outbound calls to his cell from our marketing people. He says that we have sold his personal information and he is on numerous lists. He said that if we continued to do this he would get rid of the service.
3512,I had a terrible time with the handset. It really did not work well.
3514,Lost the directions to bank account and wants another manual. I referred him to web site.
3518,"He hates his bank account. He can not understand why we gave him such a horrible piece of rubbish. I tried to explain that he could bring it in for service, but he just wants a new bank account. He does not want to waste any more time with the 3399. I asked customer car"
3521,Needs help learning how to use the bank account. I suggested he go back to the branch and have the rep teach him.
3529,Getting really bad reception with his handset. Hopes this will improve in the near future. Wants to know if this would improve if he switched to 3g.
3558,Does not understand why he gets charged for roaming. I referred him to the web site.
3560,Wants to add additional loans for family. Needs more info on rates.
3575,Wants to add another bank account. Contacting provisioning.
3576,The customer is really unhappy with his internet connectivity. He says the way we charge is substantively higher comapred to the competition. Wants to know when we will change our rates or if there are other options for someone who uses it a lot.
3585,He loves the bank account when it works. The problem is that the bank account hardly ever works. He thinks the debit card is lame.
3587,Wants to know how to do credit card. Referred him to website.
3599,Very unhappy with new bank account because it does not use a simm chip. He says he wll have to reenter all his information in his bank account book and he finds that a waste of time. Claims other companies use simm to make this easier with their bank accounts.
3603,"Wants to kno when we will improve our coverage area. He said that when he signed up last year we told him that there would more coverage within the year. He says that he continues to roam, and is rater tired of paying these charges. I told him that I did"
3608,Needs help with basic bank account usage. I suggested he go back to the branch and ask for some help.
3610,He asked us to please take him off the outbound call list. In addition wants to change rate account at the end of the year.
3624,Asking for a change of address and wants to switch accounts. Transeffered him to customer care.
3636,Wanted a different rate account which included roll over perks. He claims that we are not as competitive as other companies.
3637,He did not realize that changing his rate account effected the date on his contract. When he found that out he could not wait till his contract ends.
3645,He charges it and after a couple of calls it simply dies on him. He replaced the debit card per our suggestion and he still has the same problem.
3648,Wants to get an additional loan working by the end of the week for his goat.
3649,Is it possible that the handset is causing brain cancer. I heard about this from the news.
3664,He does not know if the problems are related to the bank account or if it is just the debit card.
3667,"Wants to kno when we will improve our coverage area. He said that when he signed up last year we told him that there would more coverage within the year. He says that he continues to roam, and is rater tired of paying these charges. I told him that I did"
3671,He expected significantly better Technical Support.
3677,Claims the bank account does not work well. If the bank account does not work consistently why should he pay consisitently. Good point.
3682,Wanted to know his usage and whether he was roaming. Also want to know the rates when he is roaming. Thinking about changing rate accounts as well.
3690,Needed help figuring out his bill. I explained our minute charges.
3697,I expected significantly better service.
3705,transferred to manager ASAP
3721,Wanted to know the nearest branch location. Wants to buy additional access-ories.
3732,He claimed that the savings account never really worked very well. As a result the bank account was always dying on him. He could not wait to get out of his current contract.
3752,The customer was very unhappy with the wait time for support. Then he said that his recption was just too unreliable to be of any value.
3754,He expected significantly better Technical Support.
3758,The debit card has never worked right. He says he cant use the bank account much since the debit card dies so often. Wants to know if this is a problem with his bank account and if there are other batteries he can try. I referred him to web site.
3769,"He called and said someone stole his bank account last week, but he did not notice until today. He does not want to pay for any calls made during the last week. I switched him to the supervisor after telling him our policy."
3770,Called about new account. Might switch soon. Wants more perks.
3772,Wants to know how to do credit card. Referred him to website.
3790,Getting really bad reception with his handset. Hopes this will improve in the near future. Wants to know if this would improve if he switched to 3g.
3797,Wants to know when we will unlimited Internet perks.
3800,Wanted to know the nearest branch locatn. Wants to buy additional features.
3806,"She wants a new bank account. Has tried to use a couple of different model, but is now fed up. She is will ing to pay some of the cost, but wants a credit on her bill. She said her friend has the same service and a different bank account that works great. She also wa"
3811,He asked us to please take him off the outbound call list. In addition wants to change rate account at the end of the year.
3812,The customer was very unhappy with the wait time for support. Then he said that his recption was just too unreliable to be of any value.
3826,"Can not believe the roaming charges. He said that when he signed up that the sales person misled him with respect to what would be covered. In addition, he thinks that the reception in many of the cities he travels to is inadequate."
3852,Wanted to know the nearest branch location. Wants to buy additional access-ories.
3858,"He called and said someone stole his bank account last week, but he did not notice until today. He does not want to pay for any calls made during the last week. I switched him to the supervisor after telling him our policy."
3859,The clearity of the calls was bad. Way too much static on the handset.
3862,Handset sucked
3863,He lost his bank account and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
3877,Wants to get an additional loan working by the end of the week. Forwarded him on to customer care.
3879,He claims his bill always seemed to have calls he did not make.
3890,"He says that we keep sending him the bill to the wrong address. We have his correct billing address. I don’t know why he is not getting it. He was very angry that we shut his service off for not paying. I offered to take a CC, but he was unwilling to do s"
3917,I had a terrible time with the handset. It really did not work well.
3918,He found a better rate and no contract. He said he cold not wait until his contract expired.
3922,Cant get his check card to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.
3929,Wants to change adress.
3930,He expected more from Technical Support.
3931,Wants a new faceplate.
3957,Wants to know how to do credit card. Referred him to website.
3968,Wanted to know the nearest branch locatn. Wants to buy additional features.
3978,Wants to change rate accounts to get family all on same bill. I transferred him to customer care.
3979,Says that his Web reception really is just to slow. Wants to know when he can expect this to work at a decent rate of speed? He also wants to know why it worked so much better at the branch?
3980,Needed help figuring out his bill. I explained our minute charges.
3987,Wanted to know the nearest branch locatn. Wants to buy additional features.
3988,Wants to change rate accounts to get family all on same bill. I transferred him to cstmer care.
3997,Wants to change rate accounts to get family all on same bill. I transferred him to cust-omer care.
4004,Really is unhappy with the website. Claims the self service stuff does not work. In addition thinks he bank account does not work well.
4008,"He called and said someone stole his bank account last week, but he did not notice until today. He does not want to pay for any calls made during the last week. I switched him to the supervisor after telling him our policy."
4024,Claims he never received his bill. Was really unhappy that I asked him for his cc. Wanted me to turn on his bank account. I switched him ot the manager.
4026,Asked about coverage in Los Angeles and New York. Is afraid that he will be out of network when traveling.
4037,Lost his savings account and wants to know where he can another ASAP. I suggested local branch.
4044,Getting really bad reception with his handset. Hopes this will improve in the near future. Wants to know if this would improve if he switched to 3g.
4045,"Cant believe he was stupid enough to sign a year contract. He thinks that we provide the worst service he has ever encountered. Furthermore, the bank account is so shitty that he would not give it to an enemy. He now realizes you get what you pay for. I transfe"
4047,Wants to change adress.
4065,Is it possible that the handset is causing brain cancer. I heard about this from the news.
4067,He charges it and after a couple of calls it simply dies on him. He replaced the debit card per our suggestion and he still has the same problem.
4068,"He says that his bank account works fine when using it in the car with the adapter, but the debit card performance sucks. He can not wait to change bank accounts. He wanted to know if we would send him a new bank account."
4070,Wants to change address.
4071,"Deos not believe how poor our service is in evrey way. He does not get good reception, thinks his bank account sucks, and thinks our service is abysmal."
4082,Says that his Web reception really is just to slow. Wants to know when he can expect this to work at a decent rate of speed? He also wants to know why it worked so much better at the branch?
4087,He claims his bill always seemed to have calls he did not make.
4092,Wants to get an additional loan working by the end of the week for his goat.
4094,Wants a new number because he keeps on getting calls for a Mr. Napeleon Leroy.
4099,The reception near his home is really horrible. He knows exactly when his calls will drop. He wants to know what we are going to do to fix this? He says that if we do not fix it he will go to a different cell company and since we can not keep our end of t
4110,bank account sucked
4122,Wanted a different rate account which included roll over perks. He claims that we are not as competitive as other companies.
4125,Said his debit card never has worked well. Wants a new bank account ASAP.
4128,Wants to know how to do credit card. Referred him to web site.
4141,He complained about receiving outbound calls to his cell from our marketing people. He says that we have sold his personal information and he is on numerous lists. He said that if we continued to do this he would get rid of the service.
4162,Does not understand why his bank account dies everytime he gets to a certain intersection. I explained the concept of towers and wholes in coverage. He said that the sales person never told him about this. He wanted to know when we would fix such holes.
4170,Cant get his check card to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.
4179,Wants to know how to do credit card. Referred him to web site.
4197,"He hates his bank account. He can not understand why we gave him such a horrible piece of rubbish. I tried to explain that he could bring it in for service, but he just wants a new bank account. He does not want to waste any more time with the 3399. I asked customer car"
4203,"He says that his bank account works fine when using it in the car with the adapter, but the debit card performance sucks. He can not wait to change bank accounts. He wanted to know if we would send him a new bank account."
4209,bank account sucked
4236,Wants to know why the rate account is so hard to figure out. He does not believe his anytime perks are being subtracted properly. He wanted to speak to the manager ASAP.
4242,He hated the bank account. Claims that the reception is horrible in many parts of the metropolitian area.
4243,cant figure out how to check his vm when out of area. I referred him to our web site.
4249,Wants to add additional loans for family. Needs more info on rates.
4253,He hated the bank account. Claims that the reception is horrible in many parts of the metropolitian area.
4256,Handset sucked
4258,Does not like the way the bank account works. It is to difficult compared to his last bank account.
4259,"The customer wold like to change his address, and complained this should be significantly easier. I am not sure what he means by self service. He also thought the bank account sucked."
4263,Wanted to know his usage and whether he was roaming. Also want to know the rates when he is roaming. Thinking about changing rate accounts as well.
4268,"He is really unhappy with his bill. He says that there are numerous calls he has never made, but that show up on his bank account. He says that he simply does not trust our system."
4269,Does not understand why his bank account dies everytime he gets to a certain intersection. I explained the concept of towers and wholes in coverage. He said that the sales person never told him about this. He wanted to know when we would fix such holes.
4281,The debit card has never worked right. He says he cant use the bank account much since the debit card dies so often. Wants to know if this is a problem with his bank account and if there are other batteries he can try. I referred him to web site.
4295,Wants to know when we will unlimited Internet perks.
4309,Wants to get an additional loan working by the end of the week. Forwarded him on to customer care.
4316,"He says that his bank account works fine when using it in the car with the adapter, but the debit card performance sucks. He can not wait to change bank accounts. He wanted to know if we would send him a new bank account."
4322,He expected more from Technical Support.
4332,Wants to get an additional loan working by the end of the week. Forwarded him on to cstmr care.
4335,The signal on my handset was always weak. Even when I replaced the debit card.
4340,The debit card on the bank account just does not last long enough. He charges it and after a couple of calls it simply dies on him. He replaced the debit card per our suggestion and he still has the same problem. He says that we should replace the whole bank account.
4348,He complained about receiving outbound calls to his cell from our marketing people. He says that we have sold his personal information and he is on numerous lists. He said that if we continued to do this he would get rid of the service.
4363,He asked us to please take him off the outbound call list. In addition wants to change rate account at the end of the year.
4376,Does not understand why his bank account dies everytime he gets to a certain intersection. I explained the concept of towers and wholes in coverage. He said that the sales person never told him about this. He wanted to know when we would fix such holes.
4377,Wants to get an additional loan working by the end of the week for his goat.
4400,Very unhappy with new bank account because it does not use a simm chip. He says he wll have to reenter all his information in his bank account book and he finds that a waste of time. Claims other companies use simm to make this easier with their bank accounts.
4412,Lost the directions to bank account and wants another manual. I referred him to web site.
4419,Wants to change address.
4422,Wants to change address.
4424,He loves the bank account when it works. The problem is that the bank account hardly ever works. He thinks the debit card is lame.
4429,"Wants to add additional loans and bank accounts for his kids. I created the ticket, but dont kno when someone will get back to him. He asked if I could get back to him."
4435,Wants to change address.
4439,"He says that we keep sending him the bill to the wrong address. We have his correct billing address. I don’t know why he is not getting it. He was very angry that we shut his service off for not paying. I offered to take a CC, but he was unwilling to do s"
4446,Wants to know why the rate account is so hard to figure out. He does not believe his anytime perks are being subtracted properly. He wanted to speak to the manager ASAP.
4457,He hated the bank account. Claims that the reception is horrible in many parts of the metropolitian area.
4462,I needed a handset which also functioned as a PDA. You did not offer such a model.
4464,Really wants the new bank account from XVYX which has the PDA built in.
4468,Called to change his address and see if he could get a new number since he is moving to a different city.
4469,Hopes to get an additonal loan working by the end of the week for his wife.
4477,Wants to get an additional loan working by the end of the week. Forwarded him on to cstmr care.
4482,Wanted to know his usage and whether he was roaming. Also want to know the rates when he is roaming. Thinking about changing rate accounts as well.
4483,He did not realize that changing his rate account effected the date on his contract. When he found that out he could not wait till his contract ends.
4484,The customer has a number of complaints. His major issue was that the handset buttons were hard to use. He was not happy with the bank account at all.
4507,Needs help learning how to use the bank account. I suggested he go back to the branch and have the rep teach him.
4517,Asked about how to change his ring tones. Referred him to web site.
4519,Says that his Web reception really is just to slow. Wants to know when he can expect this to work at a decent rate of speed? He also wants to know why it worked so much better at the branch?
4555,Claims he never received his bill. Was really unhappy that I asked him for his cc. Wanted me to turn on his bank account. I switched him ot the manager.
4562,Wants to get an additional loan working by the end of the week. Forwarded him on to cstmr care.
4572,Wants to change rate accounts to get family all on same bill. I transferred him to customer care.
4576,Wants to get an additional loan working by the end of the week for his goat.
4579,transferred to manager ASAP
4583,Claims the bank account does not work well. If the bank account does not work consistently why should he pay consisitently. Good point.
4591,"He hates his bank account. He can not understand why we gave him such a horrible piece of rubbish. I tried to explain that he could bring it in for service, but he just wants a new bank account. He does not want to waste any more time with the 3399. I asked customer car"
4594,Claims he never received his bill. Was really unhappy that I asked him for his cc. Wanted me to turn on his bank account. I switched him ot the manager.
4636,Claimed his bill had numerous calls that he never made. He started asking me if our billing system ever made mistakes. He said that sometimes he could over hear other bank account calls. He thinks he is being charged for those calls.
4637,Wants an address change.
4659,"Can not believe the roaming charges. He said that when he signed up that the sales person misled him with respect to what would be covered. In addition, he thinks that the reception in many of the cities he travels to is inadequate."
4673,The customer is really unhappy with his internet connectivity. He says the way we charge is substantively higher comapred to the competition. Wants to know when we will change our rates or if there are other options for someone who uses it a lot.
4691,Wants to change rate accounts to get family all on same bill. I transferred him to cstmer care.
4693,Getting really bad reception with his handset. Hopes this will improve in the near future. Wants to know if this would improve if he switched to 3g.
4706,"He called and said someone stole his bank account last week, but he did not notice until today. He does not want to pay for any calls made during the last week. I switched him to the supervisor after telling him our policy."
4708,Wants a new faceplate.
4709,"He says that we keep sending him the bill to the wrong address. We have his correct billing address. I don’t know why he is not getting it. He was very angry that we shut his service off for not paying. I offered to take a CC, but he was unwilling to do s"
4711,Wants a new faceplate.
4719,He does not know if the problems are related to the bank account or if it is just the debit card. He was willing to test a new debit card. I asked him to try that first. If he is still having problems he will call us back.
4722,He hated the bank account. Claims that the reception is horrible in many parts of the metropolitian area.
4727,The customer was very unhappy with the wait time for support. Then he said that his recption was just too unreliable to be of any value.
4731,"He loves the bank account when it works. The problem is that the bank account hardly ever works. He thinks the debit card is lame. He was replaced it, but still has the same problem."
4733,transferred to manager ASAP
4737,Wants an address change.
4738,Handset sucked
4740,cant figure out how to check his vm when out of area. I referred him to our web site.
4741,"He is really unhappy with his bill. He says that there are numerous calls he has never made, but that show up on his bank account. He says that he simply does not trust our system."
4742,Needs help with basic bank account usage. I suggested he go back to the branch and ask for some help.
4750,transferred to manager ASAP
4751,The debit card has never worked right. He says he cant use the bank account much since the debit card dies so often. Wants to know if this is a problem with his bank account and if there are other batteries he can try. I referred him to web site.
4781,Cant get his check card to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.
4785,Really is unhappy with the website. Claims the self service stuff does not work.
4788,He claimed that the savings account never really worked very well. As a result the bank account was always dying on him. He could not wait to get out of his current contract.
4794,"The customer wold like to change his address, and complained this should be significantly easier. I am not sure what he means by self service. He also thought the bank account sucked."
4804,Wants to know how to do credit card. Referred him to website.
4807,I expected significantly better Technical Support.
4817,Does not like the way the bank account works. It is to difficult compared to his last bank account.
4819,He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?
4820,Handset sucked
4834,"He says that his bank account works fine when using it in the car with the adapter, but the debit card performance sucks."
4840,He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?
4847,Called about new account. Might switch soon. Wants more perks.
4849,The customer was very unhappy with the wait time for support. Then he said that his recption was just too unreliable to be of any value.
4851,Really is unhappy with the website. Claims the self service stuff does not work. In addition thinks he bank account does not work well.
4853,Wants to change adress.
4876,Wanted to know the nearest branch location. Wants to buy aditional features.
4883,Wants to get an additional loan working by the end of the week. Forwarded him on to cstmr care.
4885,He expected significantly better Technical Support.
4889,Wants a new faceplate.
4893,Lost his savings account and wants to know where he can another ASAP. I suggested local branch.
4907,He found a better rate and no contract. He said he cold not wait until his contract expired.
4908,"Wants to kno when we will improve our coverage area. He said that when he signed up last year we told him that there would more coverage within the year. He says that he continues to roam, and is rater tired of paying these charges. I told him that I did"
4936,I suspect that the handset on my bank account was defective from the day I bought it.
4959,The debit card on the bank account just does not last long enough. He charges it and after a couple of calls it simply dies on him. He replaced the debit card per our suggestion and he still has the same problem. He says that we should replace the whole bank account.
4960,cant figure out how to check his vm when out of area. I referred him to our web site.
4965,The customer has a number of complaints. His major issue was that the handset buttons were hard to use. He was not happy with the bank account at all.
4970,"He loves the bank account when it works. The problem is that the bank account hardly ever works. He thinks the debit card is lame. He was replaced it, but still has the same problem."
4972,Does not understand why he gets charged for roaming. I referred him to the web site.
4975,Cant get his check card to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.
4977,"He says that his bank account works fine when using it in the car with the adapter, but the debit card performance sucks."
5011,Cant wait for us to open the new digitial service. He wants to try the new GSM. He says that if it is much later than June he will probably switch to another carrier.
5020,The signal on my handset was always weak. Even when I replaced the debit card.
5044,Did not want to wait for us to implement GSM.
5047,"Cant believe he was stupid enough to sign a year contract. He thinks that we provide the worst service he has ever encountered. Furthermore, the bank account is so shitty that he would not give it to an enemy. He now realizes you get what you pay for. I transfe"
5057,"Can not believe the roaming charges. He said that when he signed up that the sales person misled him with respect to what would be covered. In addition, he thinks that the reception in many of the cities he travels to is inadequate."
5068,Wanted a different rate account which included roll over perks. He claims that we are not as competitive as other companies.
5075,cant figure out how to check his vm when out of area. I referred him to our web site.
5078,He lost his bank account and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
5079,Said his debit card never has worked well. Wants a new bank account ASAP.
5080,Did not want to wait for us to implement GSM.
5092,"He says that his bank account works fine when using it in the car with the adapter, but the debit card performance sucks. He can not wait to change bank accounts. He wanted to know if we would send him a new bank account."
5093,Does not understand why he gets charged for roaming. I referred him to the web site.
5097,The reception near his home is really horrible. He knows exactly when his calls will drop. He wants to know what we are going to do to fix this? He says that if we do not fix it he will go to a different cell company and since we can not keep our end of t
5099,Cant wait for us to open the new digitial service. He wants to try the new GSM. He says that if it is much later than June he will probably switch to another carrier.
5104,He lost his bank account and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
5117,I expected significantly better Technical Support.
5120,Said his debit card never has worked well. Wants a new bank account ASAP.
5140,"The customer wold like to change his address, and complained this should be significantly easier. I am not sure what he means by self service. He also thought the bank account sucked."
5153,"He called and said someone stole his bank account last week, but he did not notice until today. He does not want to pay for any calls made during the last week. I switched him to the supervisor after telling him our policy."
5158,The customer is really unhappy with his internet connectivity. He says the way we charge is substantively higher comapred to the competition. Wants to know when we will change our rates or if there are other options for someone who uses it a lot.
5160,Says that his Web reception really is just to slow. Wants to know when he can expect this to work at a decent rate of speed? He also wants to know why it worked so much better at the branch?
5168,"He says that we keep sending him the bill to the wrong address. We have his correct billing address. I don’t know why he is not getting it. He was very angry that we shut his service off for not paying. I offered to take a CC, but he was unwilling to do s"
5177,He found a better rate and no contract. He said he cold not wait until his contract expired.
5197,Is it possible that the handset is causing brain cancer. I heard about this from the news.
5201,Asking for a change of address and wants to switch accounts. Transeffered him to customr care.
5203,Wants to know how to do credit card. Referred him to website.
5210,Wants to add additional loans for family. Needs more info on rates.
5211,He claimed that the savings account never really worked very well. As a result the bank account was always dying on him. He could not wait to get out of his current contract.
5215,"Cant believe he was stupid enough to sign a year contract. He thinks that we provide the worst service he has ever encountered. Furthermore, the bank account is so shitty that he would not give it to an enemy. He now realizes you get what you pay for. I transfe"
5219,He wanted credit for all these dropped calls. I told him I would pass him onto a supervisor. He was really rude and very upset. Said he could not use us for business purposes because of our useless service.
5224,The handset never worked well after I dropped it in the toilet. I am surprised it ever worked after that.
5231,The debit card on the bank account just does not last long enough. He charges it and after a couple of calls it simply dies on him. He replaced the debit card per our suggestion and he still has the same problem. He says that we should replace the whole bank account.
5244,He claims his bill always seemed to have calls he did not make.
5257,Wanted to know the nearest branch location. Wants to buy additional features.
5261,Claims the bank account does not work well. If the bank account does not work consistently why should he pay consisitently. Good point.
5262,Hopes to get an additonal loan working by the end of the week for his wife.
5263,Claimed his bill had numerous calls that he never made. He started asking me if our billing system ever made mistakes. He said that sometimes he could over hear other bank account calls. He thinks he is being charged for those calls.
5267,I wished the handset was bigger. It is uncomfortable using the handset for a long time.
5290,Wants to add another bank account. Contacting provisioning.
5314,Wanted to know the nearest branch location. Wants to buy additional features.
5321,He complained about receiving outbound calls to his cell from our marketing people. He says that we have sold his personal information and he is on numerous lists. He said that if we continued to do this he would get rid of the service.
5341,The handset really sucked. I could not hear anything near my house.
5345,Said his batery never has worked well. Wants a new bank account ASAP.
5348,The debit card on the bank account just does not last long enough. He charges it and after a couple of calls it simply dies on him. He replaced the debit card per our suggestion and he still has the same problem. He says that we should replace the whole bank account.
5366,Your customer handset was really bad. I had to wait forever to get help.
5379,He charges it and after a couple of calls it simply dies on him. He replaced the debit card per our suggestion and he still has the same problem.
5382,Claims the bank account does not work well. If the bank account does not work consistently why should he pay consisitently. Good point.
5383,He is really upset with out false advertising. He thinks that we do not test any of the equipment.
5385,He complained about receiving outbound calls to his cell from our marketing people. He says that we have sold his personal information and he is on numerous lists. He said that if we continued to do this he would get rid of the service.
5387,Claims he never received his bill. Was really unhappy that I asked him for his cc. Wanted me to turn on his bank account. I switched him ot the manager.
5392,Asked about how to change his ring tones. Referred him to web site.
5402,Asked about coverage in Los Angeles and New York. Is afraid that he will be out of network when traveling.
5414,Handset sucked
5417,He hated the bank account. Claims that the reception is horrible in many parts of the metropolitian area.
5425,"His bank account still does not work properly. He can not understand it. His last bank account worked great, but this bank account is constanly dropping calls. He asked what he could do? He really just wants his old bank account back at this point."
5432,Very unhappy with new bank account because it does not use a simm chip. He says he wll have to reenter all his information in his bank account book and he finds that a waste of time. Claims other companies use simm to make this easier with their bank accounts.
5439,I needed a handset which also functioned as a PDA. You did not offer such a model.
5445,He did not realize that changing his rate account effected the date on his contract. When he found that out he could not wait till his contract ends.
5450,The customer was very unhappy with the wait time for support. Then he said that his recption was just too unreliable to be of any value.
5455,Wanted to know the nearest branch location. Wants to buy aditional features.
5459,He claimed that the savings account never really worked very well. As a result the bank account was always dying on him. He could not wait to get out of his current contract.
5463,"Wants to add additional loans and bank accounts for his kids. I created the ticket, but dont kno when someone will get back to him. He asked if I could get back to him."
5466,Wants information on our Internet service. Referred him to web site.
5469,Really wants the new bank account from XVYX which has the PDA built in.
5472,Wants to know how to do credit card. Referred him to website.
5473,The handset reception was worse than abysmal.
5479,I expected significantly better service.
5480,Lost his savings account and wants to know where he can another ASAP. I suggested local branch.
5481,Really wants the new bank account from XVYX which has the PDA built in.
5486,I suspect that the handset on my bank account was defective from the day I bought it.
5493,"This customer was very unhappy. He said he will not pay until we get him a new bank account. Furthermore, he sees no reason why he should pay for a service that did not work."
5498,I needed a handset which also functioned as a PDA. You did not offer such a model.
5509,Wanted to know the nearest branch location. Wants to buy additional features.
5520,Wants to know how to do credit card. Referred him to website.
5524,Wanted to know the nearest branch location. Wants to buy additional features.
5526,Did not want to wait for us to implement GSM.
5527,Wants to change address.
5537,Did not want to wait for us to implement GSM.
5541,He expected significantly better Technical Support.
5542,Lost the directions to bank account and wants another manual. I referred him to web site.
5545,"She wants a new bank account. Has tried to use a couple of different model, but is now fed up. She is will ing to pay some of the cost, but wants a credit on her bill. She said her friend has the same service and a different bank account that works great. She also wa"
5553,Called to change his address and see if he could get a new number since he is moving to a different city.
5576,He complained about receiving outbound calls to his cell from our marketing people. He says that we have sold his personal information and he is on numerous lists. He said that if we continued to do this he would get rid of the service.
5581,Wanted a different rate account which included roll over perks. He claims that we are not as competitive as other companies.
5583,Hopes to get an additonal loan working by the end of the week for his wife.
5584,He did not realize that changing his rate account effected the date on his contract. When he found that out he could not wait till his contract ends.
5586,Needed help figuring out his bill. I explained our minute charges.
5587,"He hates his bank account. He can not understand why we gave him such a horrible piece of rubbish. I tried to explain that he could bring it in for service, but he just wants a new bank account. He does not want to waste any more time with the 3399. I asked customer car"
5607,"He loves the bank account when it works. The problem is that the bank account hardly ever works. He thinks the debit card is lame. He was replaced it, but still has the same problem."
5610,He loves the bank account when it works. The problem is that the bank account hardly ever works. He thinks the debit card is lame.
5618,He asked for a new bank account number. I referred him to customer care.
5619,He asked us to please take him off the outbound call list. In addition wants to change rate account at the end of the year.
5624,The handset really sucked. I could not hear anything near my house.
5625,I wished the handset was bigger. It is uncomfortable using the handset for a long time.
5646,He charges it and after a couple of calls it simply dies on him. He replaced the debit card per our suggestion and he still has the same problem.
5648,Wanted to know the nearest branch location. Wants to buy additional features.
5649,Called about new account. Might switch soon. Wants more perks.
5670,Does not understand why he gets charged for roaming. I referred him to the web site.
5671,He does not know if the problems are related to the bank account or if it is just the debit card.
5678,He hated the bank account. Claims that the reception is horrible in many parts of the metropolitian area.
5679,Cant wait for us to open the new digitial service. He wants to try the new GSM. He says that if it is much later than June he will probably switch to another carrier.
5681,Wanted to know the nearest branch locatn. Wants to buy additional features.
5685,Wants to change rate accounts to get family all on same bill. I transferred him to customer care.
5686,The handset really sucked. I could not hear anything near my house.
5695,The handset reception was worse than abysmal.
5711,Wanted to know the nearest branch location. Wants to buy aditional features.
5713,Cant wait for us to open the new digitial service. He wants to try the new GSM. He says that if it is much later than June he will probably switch to another carrier.
5718,The customer has a number of complaints. His major issue was that the handset buttons were hard to use. He was not happy with the bank account at all.
5719,Wants an address change.
5724,"Can not believe the roaming charges. He said that when he signed up that the sales person misled him with respect to what would be covered. In addition, he thinks that the reception in many of the cities he travels to is inadequate."
5727,Needed help figuring out his bill. I explained our minute charges.
5729,Wanted a different rate account which included roll over perks. He claims that we are not as competitive as other companies.
